title,author,date,link,bbs_content
[新聞] 國中教育會考 13日寄發准考證,cradredtade, 4/12,https://www.ptt.cc/bbs/Education/M.1523508623.A.B95.html,"教育部今天指出，107年國中教育會考准考證，將於13日寄發，考生拿到准考證，務必檢
查是否有錯誤。

教育部指出，准考證上資訊如有錯誤，可於16日、17日向就讀國中提出改正申請，個別報
名考生則向考區試務會申請。
教育部提醒，准考證務必妥善保存，5月19、20日考試當天必須攜帶，如有毀損或遺失，
則可在當天攜帶個人身分證件，以及報名時同式2吋相片1張，向各考場試務中心申請補發
。
國中教育會考全國試務會提醒考生，英語科的聽力題和數學科的非選擇題，都會納入成績
計算。其中英語科是先進行閱讀測驗，中間休息30分鐘後再進行聽力測驗。

會考考生如有身心障礙、重大傷病、突發傷病，可在國中教育會考網站的「特殊考生應考
相關」業面中申請考試服務，包括試題本、作答方式、試場安排、輔具等項目。

國中教育會考是國中三年學習的總結性評量，按規定所有國中應屆畢業生都要參加，成績
除用於升學外，也會作為高中職補救教學的依據。

--
--"
[新聞] 四技申請入學一階公布 75滿級分生選台科,cradredtade, 3/30,https://www.ptt.cc/bbs/Education/M.1522412405.A.77F.html,"限高中生報名的四技日間部申請入學，昨公布第一階段篩選結果，台科大、北科大等兩大
技職龍頭都吸引不少頂尖高中生報名，其中台科大有一位75滿級分生申請電子系，73級分
以上有26名，北科大也有4名73級分生報名，這些學生也都有實力上台大電機、資工等大
學前幾志願。

台科大指出，今年申請入學共招收374人，有6463人報名，第一階段平均錄取率為5.79％
，錄取者平均級分為65.39級分，較去年略為提升，其中一名桃園市私立新興高中的75滿
級分生申請台科大電子系，另有兩位74級生報考設計系及全球發展工程學士學位學程；70
級分以上則多達197人。

至於台科大平均通過率級分最高的科系，以資工系的70.9級分最高，其次是電機系70.33
級分。電資學士班則有68.1級分、不分系學士班66.14級分。

台科大校長廖慶榮表示，台科大積極發展國際化，不僅校內碩博士國際生人數全台居冠，
也鼓勵學生出國，選送大批學生出國交換或進行國外實習及實驗室交流；此外，台科大與
產業連結緊密，讓學生在校時就能貼近產業，深受業界歡迎，高就業率和國際化是吸引高
中生報考的主因。

北科大今年則核定308個招生名額，吸引4942人報考，第一階段錄取率6%，其中70級分以
上的學生共47人，包括70級分24人、71級分13人、72級分6人、73級分4人；平均通過篩選
級分前3高的科系包括建築系69.35級分、資訊與財金管理系66.47級分、電資學士班66.27
級分。

--
--"
[新聞] 大學甄選禁用5科總級分篩選 招聯會定案,cradredtade, 4/13,https://www.ptt.cc/bbs/Education/M.1523635021.A.20B.html,"108學年繁星推薦及個人申請入學招生管道，首次辦理校系參採學測科目調降到最多4科，
最少採計1科，雖可降低考生壓力，但也衍生同級分學生如何篩選，超額情況是否嚴重等
問題。大學招聯會常委會今天開會決定，將依照各校系所訂檢定、篩選、採集科目級分總
和進行篩選，原則上最多仍不可超過4科。

大學招聯會去年5月宣布，大學各招生管道的學測參採科目，108學年起由上限5科降為4科
，並禁用5科總級分篩選，適用目前高二生。未來採計科目變少，考生有望紓解壓力，但
各校系如何在同級分中篩選出合適的學生？招聯會執行秘書、清華大學教務長戴念華表示
，若採計學測單科成績的學校，檢定、篩選、採計又只看同一科，恐無法發揮篩選效果，
需要進一步討論。

108學年度起大學繁星推薦、個人申請的入學管道校系參採科目數最多為4科，招聯會常委
會今天開會討論後，決定採納教務長工作小組的建議「校系所訂檢定、篩選、採計科目級
分總和」。舉例來說，若某校系檢定科目為國文，篩選與採計為英、數2科，同級分超額
篩選就是國英數3科級分相加；若檢定為國、英，篩選為數、自、採計是自然，同級分超
額篩選就是4科級分相加。

招聯會上月舉行教務長會議工作小組會議討論，研擬3套方案，包括一、校系所訂之篩選
科目級分總和；二、校系所訂檢定、篩選、採計科目級分總和；三、校系自訂超額篩選所
用之科目或組合級分總和。經歷年資料進行模擬後，初步推薦採用方案2，今天第15次常
委會中確認定案。

戴念華指出，第一階段同級分超額時，以往很多校系都以總級分做篩選，但未來五科總級
分走入歷史，就必須制定可取代的篩選機制。根據106年度資料模擬後發現，以往總級分
的篩除率約3成，改用方案1僅剩2成，方案2有3成5，和現有情況最接近。

招聯會表示，原本大學甄選入學委員會校系分則資訊在每年11月繁星推薦、個人申請簡章
正式發售時才公布，為使考生能及早因應，今天常委會就定案、揭露資訊。 此外，111學
年度考招新制上路後，將正式使用高中學習歷程檔案，分為6大項目，為使各校逐步能發
展選才評量尺規，協助高中老師及早適應、避免急就章，仍需要一些時間整合，預計109
學年上路。

【中央社／台北13日電】大學甄選108學年度起，最多採計科目將從5科降為4科，超額時
禁止篩選總級分（5科）。招聯會今天召開常務委員會，討論替代的超額篩選方式，決議
最多比4科總級分。

大學甄選（繁星推薦、個人申請），使用學科能力測驗（學測）成績決定誰能通過第一階
段。現行制度最多可篩選5科，如果通過的人數太多，則以總級分(5科)篩選。

由於競爭激烈的熱門校系，往往要以總級分定勝負，高中端常批評，學生每科都要好，壓
力太大。因此招聯會決議108學年起，將採計科目上限由5科降為4科，且禁止以5科總級分
篩選。

然而，這麼一來就出現新問題，許多大學擔心只用4科且禁止用總級分，無法篩選出學生
。招聯會今天召開常務委員會，討論配套措施。

根據招聯會最新傳出的消息，常委會決議採納3月20日教務長工作小組建議的「校系所訂
檢定、篩選、採計科目級分總和」。

舉例來說，某校系檢定國文、英文，篩選數學、自然，採計自然，同級分篩選即可以國文
、英文、數學、自然4科級分相加。

按照規定，108學年度校系訂出的檢定、篩選、採計，加起來使用到的科目，不能超過4科
範圍（現行是5科），因此學生如果志向明確，早早確定要報考的校系採計哪些科目，就
能專注於那幾科，減輕許多壓力。

另外，111學年度考招新制上路，個人申請入學管道將使用高中學習歷程檔案。招聯會為
及早因應，今天決議109學年招生簡章校系分則，將整合新的學習歷程的收錄項目，以利
各校逐步發展選才評量尺規。

--
--"
[新聞] 私幼公共化擬年花300億？立委質疑錢從何,cradredtade, 4/16,https://www.ptt.cc/bbs/Education/M.1523882674.A.DA3.html,"立法院今討論幼兒教育及照顧法相關修正草案，邀教育部出席備詢，其中面對政府擬推私
幼公共化，但因需年花300億元，立委紛質疑錢從何來？教部則指出，相關細節與經費仍
待行政院規劃，但會持續辦理既定的擴大幼兒教保公共化。

行政院長賴清德以「台南經驗」要推「私立幼兒園公共化」政策，日前在媒體餐敘中，透
過行政院發言人徐國勇透露，平均每人每年補助3萬元估算，擬需年花300億元解決0到5歲
托育問題。

立法院今召開教育及文化、社會福利及衛生環境委員會聯席會議，立委紛紛針對幼兒教育
及照顧法部分條文提出修正草案，盼達成幼教向下延伸到3歲，補貼免學費，或將幼兒校
車車齡規定納入法條，乃至探討未來幼教公共化政策。

但立委質疑，相關經費能否到位？立委柯志恩點出，5歲幼兒園免學費一年就要花69億元
預算，是最大負擔，但未來擬花300億元，經費何來？立委洪慈庸也呼籲應先提出準公立
幼兒園的具體規劃；立委黃國書更點出，台南僅4家私幼配合公共化政策，配合度不高原
因是政府限制獲利，而私幼是產業，要將產業公共化過程必須嚴謹可行，否則年花300億
恐淪紙上談兵，幼排擠到設立公幼的預算。

教育部次長林騰蛟則解釋，教部目前正進行「擴大幼兒教保公共化」計畫，增設非營利幼
兒園，並持續補助5歲幼兒免學費，一年補貼經費約69億元左右，但若要將免學費向下延
伸，1個年齡層就需再增69億元左右，目前5歲幼兒入園率達96.9％。

林騰蛟還說，對於私幼公共化，現在朝向準公共化幼兒園方向，和行政院多次研議，其中
有參考台南經驗，精神是擬透過一定品質的私幼，將其視為準公幼，透過補助來加速公共
化數量，降低家長育兒負擔，但目前相關方案尚未確定，希望最快4月底方案出爐，但詳
細期程與規畫仍待行政院議定，讓該政策今年能上路。

--
--"
[活動] 見證臺灣教育半世紀暨《教育的力量》發表,bowei99, 4/15,https://www.ptt.cc/bbs/Education/M.1523804823.A.0AC.html,"作者: bowei99 ( ) 看板: book
標題: [活動] 見證臺灣教育半世紀暨《教育的力量》發表
時間: Sun Apr 15 22:14:20 2018



教育是奠基孩子學識、品格的基礎，也是條漫漫長路，臺灣歷經多次教改，但二十多年下
來，似乎仍是個無解的難題，老師、家長、孩子到底想要的是什麼？

藉由蔡炳坤博士《我始終相信教育的力量》新書發表會，我們找來三位年齡橫跨50年的
知名教育工作者，進行一場跨世代的「見證台灣教育半世紀」對談會，
以老中青三代觀點，分別談論教育應該是怎樣的面貌。

期待透過本次對談以及《我始終相信教育的力量》一書，提供家長、教育工作者、有志
擔任教職的人士，做為翻轉教育與省思生命的參考。

●作　　者：蔡炳坤博士──慈濟教育志業執行長
●特別來賓：李家同教授(博幼社會福利基金會創辦人)
            劉安婷小姐(為臺灣而教基金會創辦人)

●與會來賓：楊慈韻──慈濟廣播部經理

●時間：2018年4月18日（三）上午10:00 ~ 12:00
●地點：國家圖書館文教區B1演講廳(台北市中山南路20號、捷運中正紀念堂站6號出口)

線上報名 :
●活動流程：
09:30 ~ 10:00 入場
10:00 ~ 10:03 主持人開場 & 介紹現場來賓
10:05 ~ 11:20 「因為實踐 所以相信」
    1939 – 1959 – 1989 -  跨世代教育理念的對談
　　引言人：黃添明──「阿明＠Live」節目主持人
        與談人：李家同教授──博幼社會福利基金會創辦人
　　　        　蔡炳坤博士──慈濟教育志業執行長
                劉安婷小姐──為臺灣而教基金會創辦人

11:20 ~ 11:30《我始終相信 教育的力量》新書發表
 　   發表人：楊慈韻女士──慈濟廣播部經理
11:30 ~ 11:50 現場簽書
11:50 ~ 12:00 散會

●由於現場空間有限，建議已填妥報名表的民眾請務必準時或提早抵達會場，以免向隅。
博幼基金會簡介 from wiki
劉安婷小姐 及 為臺灣而教基金會簡介 from wiki
--
04/15 22:18"
[新聞] 高中社團活動草案公聽會 家長和學生吵起,cradredtade, 1/14,https://www.ptt.cc/bbs/Education/M.1515921884.A.7D3.html,"教育部近日要訂定「高級中等學校發展學生社團活動注意事項」，在各地舉行公聽會，未
料首場在新北高工舉辦的首場公聽會卻傳出有家長要求學校聘用校外人士時應把家長納入
校內的審議機制內，在現場與學生起了爭執。

教育部國教署說，公聽會原本就是讓大家表達意見，過程中不斷溝通，最後將蒐集各界意
見才訂定，教育部將納入各界意見、加強溝通，並在舉辦完公聽會後邀請專家學者納入意
見修正後並針對各校召開說明會。

教育部為了讓高中發展學生社團活動，依「12年國教課綱」擬訂定「高級中等學校發展學
生社團活動注意事項」並陸續在全台各地辦理公聽會，首場在北區辦理的就傳出爭執。

參與公聽會的學生宋運川表示，討論草案的過程中有家長發言時認為社運人士不應參與校
園，並針對性別平等社團等表達不歡迎的立場，會中有學生反駁，引起現場不滿，才會有
後續的爭執。他說，目前高中社團蓬勃發展，學生不願意家長介入學校社團的事前審查，
如果介入的話社團的多元性將會被扼殺，有些性別社團或異議性社團將會消失。

同志諮詢熱線理事長徐志雲也說，過去曾經聽過有部份性別團體入校開課遭受阻擋，希望
家長夠尊重學校的專業、不可能全校課程都由家長審查，如果學生想要設立，應回歸一般
社團的申請方式才是比較合理，不應特別設立重重關卡限制。

全國家長會長聯盟說，目前國教署有針對國中小訂定「校外人士進班協助教學注意事項」
，裡頭明確規範「授課教師安排校外人士協助教學，應事先告知學生家長課程內容」。他
們認為高中社團外聘教師也應比照、讓家長事先得知授課教師及內容。

參與的護家盟秘書長張守一表示，目前現行的法規中支持家長可以參與學校教育、況且20
歲以前家長都是監護人，「家長有責任也有義務參與學校教育的運作情況」，家長應有參
與權及被告知權，聘任校外老師時家長應該參與等。他說，家長擔心這些人到學校推動不
適當的教育，「這在學校推動恰當嗎？」

--
--"
[新聞] 少子化衝擊！會考報名恐創新低 招生缺額,cradredtade, 1/11,https://www.ptt.cc/bbs/Education/M.1515683351.A.23B.html,"107年國中教育會考簡章明天公告，教育部預估，今年高一新生恐再減1.3萬人，會考報名
人數有可能再創歷史新低，只剩23萬人。

教育部統計，去年國中會考24萬3564人報名，比前年少了近3萬1924人，創歷年新低，是
少子化衝擊高中職招生最慘烈的一年，高中職免試入學分發報到後，總共空出逾10萬個缺
額，私校招生哀鴻遍野，很多招不到半數學生，甚至全校學生甚至只剩200-300人。
教育部預估，今年高一新生還會比去年少1.3萬人，會考報名人數恐再減為23萬人的歷年
新低，高中職招生缺額有可能再逾10萬人。

107年國中教育會考5月19日、20日考試，各考區簡章明天將同步公告於全國19個考區（場
）試務會網站，考生可以透過國中教育會考網站（
）或107年國
中教育會考全國試務會網站（
）連結，免費下載，也可
洽各考區試務會購買紙本簡章。

教育部表示，為穩定考試模式及減少對考生作息影響，今年考試時程與去年相同，第一天
上午考社會、數學，下午考國文、寫作測驗，第二天上午考自然、英語。其中，英語科採
2階段方式進行，先考閱讀60分鐘、休息30分鐘、再考聽力25分鐘。另外，每天第一節考
試說明時間自上午8:20開始，考試科目之間的休息時間為40分鐘。

國中應屆畢業生都應該參加會考免收報名費。由所就讀學校於107年3月1日至17日集體報
名。非應屆國中畢業生參加國中教育會考，收取報名費500元。非應屆國中畢業生或持國
外學歷、大陸學歷的學生採個別報名，於107年3月12日至14日自行上會考網站填報名表後
，並於3月15日至17日至考區試務會辦理報名。預定4月13日寄發准考證，6月8日寄發成績
通知單、開放網路查詢成績。

國中教育會考考試科目包含國文、英語、數學、社會、自然及寫作測驗，皆以國民中小學
九年一貫課程綱要國中階段能力指標為命題依據，除寫作測驗考1篇作文、英語科聽力部
分為3選1的選擇題型、數學科包含非選擇題型外，其他考試科目均為4選1的選擇題型。其
中，英語科閱讀及聽力加權分數比例為80:20，數學科選擇題及非選擇題加權分數比例為
5:15。

教育部表示，試場全面開放使用冷氣，冷氣溫度以設定於攝氏26至28度為原則。惟考量學
生之個別需求，選擇使用「非冷氣試場」的考生，可於報名時提出申請。

為維護學習障礙考生權益，自107年起，國中教育會考學習障礙考生申請語音報讀服務審
核通過者，提供英語 (聽力)選項播音服務，且不論是否有申請延長作答時間20分鐘，於
英語 (聽力)測驗時一律延長作答時間20分鐘。

--
--"
[新聞] 少子化降班級人數 高中職免試名額減2萬,cradredtade, 1/15,https://www.ptt.cc/bbs/Education/M.1516010039.A.62C.html,"教育部今天表示，107學年高級中等學校免試入學總名額共25萬185名，因應少子化現象，
107學年開始調降班級人數，免試入學名額比去年減少逾2萬名。

教育部國民及學前教育署今天發布新聞稿表示，各就學區已公告107學年高級中等學校免
試入學招生簡章，免試入學總名額共25萬185名，各就學區皆已提早達成108學年提供85%
以上免試入學名額的政策目標。

和106學年相較，107學年免試入學總名額減少2萬多名。教育部國民及學前教育署組長韓
春樹告訴中央社記者，因應少子化現象，107學年起開始調降高中職班級人數，國立高中
從目前每班40人調降至38人，高職從目前每班38人調降至37人，希望藉此提升學生受教品
質，也讓老師可以增加備課時間。

國教署指出，延續106學年的高級中等學校適性入學制度，107學年仍規劃免試入學、特色
招生考試分發入學一次分發到位，各就學區於7月10日放榜，7月13日報到，希望讓學生儘
早安心，為進入高級中等學校做好準備。

根據國教署統計資料顯示，以基北區提供7萬3951個名額最多，其次是中投區3萬9403名、
高雄區2萬8265名。

各就學區招生簡章、名額、報名辦法、超額比序方式及重要日程等訊息，即日起可至各就
學區免試入學委員會主委學校網站或107年國中畢業生適性入學宣導網站查詢。

為輔導學生適性入學，使學生熟悉就學區超額比序項目積分採計方式，國教署表示，各區
免試入學委員會已建置「志願選填試探與輔導系統」，希望透過1月及4月二階段學生志願
選填結果，搭配適性入學宣導網站，幫助學生瞭解所填志願校科的學習內容、未來發展與
志願相符程度等。

--
--"
[新聞] 台大提案2系甄試改日期 招聯會24日討論,cradredtade, 1/23,https://www.ptt.cc/bbs/Education/M.1516691372.A.879.html,"台大今天表示，甄試撞期且實質影響最大的電機系和資工系希望將甄試日期從4月14日調
整為4月15日，校方已向招聯會提案；招聯會表示，24日將召開常務委員會討論。

為維護高中學習完整，今年大學個人申請入學管道的第二階段指定項目甄試時程往後挪，
但受限於後續仍有升學管道，因此原本甄試第二階段時間從5週縮短為3週，導致許多校系
撞期，以台灣大學為例，就有25個系選在4月14日進行甄試。

教育部於1月11日召集國內各大學協調，會中達成4原則，要求甄試日期只有1天的校系，
必須分上午、下午、甚至晚上，提供2個以上時段供考生選擇，如有其他調整方案，需經
招聯會討論。

台大教務長郭鴻基告訴中央社記者，台大並非事前不協調，而是因為學系是全國最多，因
此甄試日期衝撞狀況最嚴重，但許多是「假衝撞」，例如文學院和理學院即使甄試日期重
疊，但因為想就讀的學生來源重複性不高，因此實質影響很低。

郭鴻基指出，根據家長反映，校方發現甄試日期重疊且實質影響最大的就是電機和資訊領
域，例如台大、清大、交大的電機系都選在4月14日甄試，因甄試日期重疊，學生只能被
迫擇一，一旦沒錄取，一下就差了好幾個學校。

郭鴻基表示，電機系和資工系也接獲許多家長反映，最後系上決定，希望將甄試日期從4
月14日調整為4月15日，台大已正式向招聯會提案，並希望多管齊下，除了通知高中端，
選填校系志願系統能以「彈出視窗」方式，通知考生甄試日期更改，以免影響考生權益。
大學招生委員會聯合會執行秘書戴念華表示，24日將召開招聯會常務委員會，當天議程已
經排定，而台大的提案將納入臨時動議中。

戴念華指出，台大提案甄試改期除了牽涉到簡章修改，同時要求在考生登入選填校系志願
系統，以「彈出視窗」通知，考生必須點選確認後，才能進入後續申請程序，但負責資訊
的單位擔心「彈出視窗」可能增加系統不穩定性，因此24日將開會就提案內容和執行細節
進行討論。

--
--"
[新聞] 教檢考生憑記憶申請疑義？ 全教總理事長,cradredtade, 1/12,https://www.ptt.cc/bbs/Education/M.1515742486.A.7B4.html,"今年教師檢定考試考後不再公布試題及參考答案，考生質疑恐有黑箱作業，而且如何申請
試題疑義？教育部表示，優良試題命題不易，一旦公布後，相關相似的題目就無法再使用
；107年考生仍可「憑記憶及印象，並檢附佐證資料」申請試題疑義。全教總理事長張旭
政得知教育部如此回應，直呼「超瞎的！」

有師培學生向教育部提出質疑，擔心教檢不公布試題影響他們的權益。教育部回覆師培生
的函文指出，考量優良試題命題不易，試題一經公布後，該題目及其相關、相似的題目就
無法再使用，長期以來公布試題的結果，導致核心概念越考越細，難免有部分試題淪為記
憶性的試題，甚至較為冷僻試題的比率也隨之增加，也導致師培大學因為關注考試趨勢，
影響正常教學。

師培生另質疑，不公布考題，如何反應有疑義的題目呢？教育部表示，現行國內紙筆測驗
形式的大型考試，並無法源限制報考人對試題內容提出疑義申請，因此107年度教師資格
檢定考試仍保留試題疑義申請，「報考人可憑其記憶及印象」，並檢附佐證資料申請試題
疑義，以供試務單位處理。

對於教育部「優良命題不易」的說法，張旭政不以為然說，這是懶得用心命題、便宜行事
的藉口，「根本把考生權益擺一邊」。官方不公布試題，正好讓補習班可以大發利市，只
要派幾位考生進去分批背題目，就可建立考古題庫。

張旭政表示，教育部竟然認為可以憑印象去申請試題疑，每個人的記憶不一樣，到底要依
據什麼來判斷疑義，這說法真的很瞎。

--
--"
[新聞] 北一女今年新增科學班 擬招收30名學生,cradredtade, 1/16,https://www.ptt.cc/bbs/Education/M.1516082595.A.766.html,"北一女今年開始招收科學班！宥於教育部對全台高中科學班實施總量管制，已經許久未曾
出現有學校申設科學班，北一女歷經2年的討論、1年的申請，終於要在今年辦理科學班，
首年招收30名全台各地的女學生，並將在2月2日辦理說明會。

全台目前包括建國中學、師大附中、台中一中、台南一中、高雄中學、科園實中、武陵高
中、嘉義高中、彰化高中，及新設的北一女共計10校設置科學班，其中僅有建國中學招收
男生、北一中招收女生，其他各校都是男女兼收，今年國教署共核准290個員額，但並未
超出3年810個學生的總量管制。

北一女中校長楊世瑞表示，北一女科學班的課程將在高一、高二把3年的課程修習完畢，
並在高三時至大學先修課程，目前與台灣大學及台灣師範大學合作。而過去學校老師擔憂
入學及升學管道因而未申請，但近年來已經漸漸明朗化，因此校方從3年前開始籌備、去
年申請，今年確定可以招生，將招收30名女學生。

同時與師大附中及北一女合作開設科學班的台灣師範大學，該校教務長陳昭珍說，師大提
供的課程應該不會有不同的地方，她認為北一女會與師大合作原因包括學校的教師教學能
量足夠、而且許多高中科學班也往往有奧林匹亞競賽的需求，而師大正是台灣奧林匹亞訓
練的基地，但北一女科學班如何與大學端合作的課程也仍待雙方討論。

--
--"
[新聞] 四技二專簡章搞烏龍！ 甄選入學參雜登記,cradredtade, 1/22,https://www.ptt.cc/bbs/Education/M.1516636036.A.3A5.html,"107學年度四技二專甄選入學簡章印製竟出現大烏龍！有教團指出，檢視部分紙本招生簡
章，竟與官網的招生簡章不同，而且在甄選簡章中竟出現聯合分發的資料，明顯印製錯誤
，全教產及全中教痛批，技專校院招聯會根本罔顧考生權益，預計明天到立法院前召開記
者會，要求技專校院招聯會負起全責。

四技二專甄選入學招生簡章從去年10月19日至11月9日開放各高中職學校預購，並於12月
13日起，在台北科大等19所技專校院同步代售。不過最近有考生發現，明明買的是甄選入
學簡章，第75頁到90頁卻變成「日間部聯合登記簡章」，牛頭不對馬嘴，讓人看得霧煞煞
；也引發教團痛批，「一個全國性的入學招生考試，竟然將簡章印製作錯誤，讓人匪夷所
思！」。

對此，技專校院招聯會執行長段裘慶表示，目前得知問題簡章應都是第二批加印，推估「
錯誤數量應微乎其微！」，大約10餘本，至於為何會發生錯誤，他指出，廠商在先前印製
相關資料時有事先留存，在裝訂過程中不小心誤植加訂，將其中的10多頁釘入甄選入學簡
章中，目前已根據購買資料追蹤回收，並和廠商了解是否違約進行求償。

段裘慶說，第一批印的有3萬8500份，第二批加印1000本，招聯會庫存仍有500多本，追查
最後一批集中在北科大販售點，今天追回待售200本，經查有4本錯誤簡章，推估目前約有
10多本在考生手上，將盡快聯繫通知繳回，並賠償全新的正確版本。他表示，最後的購買
對象中，有一批為200人集體購買，已循線追查。

至於錯誤簡章是否恐誤導考生選填志願？他表示，甄選入學與登記分發的志願代碼不同，
分別為6碼與5碼，加上考生報名甄選訂於五月，六月舉行各校甄試，七月才填志願，暫時
不會有選填錯誤學校等問題。近期會盡快撤下錯誤的簡章版本，並於官網公告訊息以提醒
考生。

--
--"
[新聞] 課綱取消高中職英文字彙上限 學生：該背,cradredtade, 1/15,https://www.ptt.cc/bbs/Education/M.1516009067.A.407.html,"教育部昨召開課審大會，審議十二年國教課綱英語文課綱草案，決議拿掉普通高中英語字
彙七千字上限，改為四千五百字以上，技術、綜合型高中則從四千五百字降為三千五百字
。教育部研修小組召集人張武昌說，訂定字彙量是配合早期一綱多本，提供書商選材參考
，希望藉由調降，讓學生不再只是一味背誦。

普高改為4500字以上 技綜高由4500字降為3500字

高中生應該學會多少英文單字？各界長期爭議。目前課綱規定，國中英語字彙為二千字、
普高訂在四千五百到七千字，技綜高則為四千至五千五百字，有人反映國中與高中職字彙
數落差太大，導致學習銜接有困難。昨課審會中，各方拔河「討價還價」後，決定下調高
中職字彙數，國中則維持二千字。

課審委員、全國家長團體聯盟榮譽理事長謝國清說，目前國高中英語單字數落差太大，但
字彙數應訂在多少，研修小組又舉不出理論根據。另名委員也說，他們學校將大一新生的
英文課分五級，有的連國中程度都不到，認為高中七千字不合理。

張武昌說，早期開放一綱多本，為確保書商不使用太艱澀的單字，九年一貫課綱因而將常
見英語單字製表，但不代表學生畢業前就要背完這些字彙，希望大家別再拘泥於單字量，
但他也說，取消單字數上限不代表學生的單字量下降，而是更聚焦在學測出題範圍，書商
仍可收錄經典，補充學生的字彙知識。

教育部國教署長邱乾國說，審議結果是回歸到學生基本語文能力，避免書商在編選教材時
太著重單字背誦，鼓勵教師以更多元方式達到趣味教學；程度好的學生，仍可透過加深加
廣學習，達到一定的英語能力。

昨會議由教育部長潘文忠主持，會中也討論修改國中英語字彙，以達到與時俱進，以及小
學一、二年級能否學英語等，教育部做成紀錄後，下次提出報告。

--
--"
[新聞] 大學術科考試2月2日登場 新規定看過來,cradredtade, 1/16,https://www.ptt.cc/bbs/Education/M.1516082315.A.C5C.html,"大學術科考試委員會聯合會今天表示，107學年度大學術科美術、音樂、體育各組考試，
將分別於2月2日至2月11日間舉行，共有1萬353人報考。其中，美術術科考試時間包含紙
張吹乾、噴膠時間，為響應環保及限塑政策，今年度不再提供塑膠袋隔離畫面，請考生務
必於考試規定時間內將畫面吹乾，完成作答，以免影響自身及其他考生權益。

此外，體育術科考試「試場規則及違規處理辦法」新增考生不得攜帶具有通訊、記憶等功
能的電子工具進行側錄或其他有礙試場安寧、考試公平的各類器材、物品入場，違者一律
取消其考試資格。

另音樂術科考試2月8日下午舉辦的聽寫暨樂理考試，分為國立台灣師範大學體育館及音樂
系館等試場，請特別注意以免跑錯考場。2月11日的弦樂主副修試場，因考生人數增加，
考程安排至晚上8點半結束。

詳細考試地點與試場分配請見各組承辦學校網站。大學術科考試委員會聯合會為方便考生
查詢試場，將於107年1月16日起提供電腦網路及語音查詢服務，音樂組詳細應考時間及地
點另於107年1月23日公布。

查詢網址為
「考試資訊專區」，語音查詢電話（02）
2364-3677。各組考試詳細資料以各組公布資料為準。

--
--"
[新聞] 刪性平法第三章提議 教育部：條文重要且,cradredtade, 1/17,https://www.ptt.cc/bbs/Education/M.1516199904.A.D57.html,"民眾在國發會提點子平台上提案，要求刪除性別平等教育法第三章，在去年11月17日通過
附議門檻，待主責機關回應。教育部今天表示，條文內容具重要性及必要性，因此不予參
採。

有民眾在國家發展委員會公共政策網路參與平台的提點子上提案，要求刪除爭議的性別平
等教育法第三章，106年9月18日檢核通過後，11月17日通過附議門檻，待主責機關教育部
在2個月內回應。

提案者認為，為避免學生因不當性平課程，影響身心靈的發展，預防及消弭校園性侵害及
性騷擾事件發生，建請教育部與相關立法機構及單位研擬刪除性別平等教育法第三章第17
、18、19條的條文內容。

提案的主責機關教育部今天在提點子平台上回應，性別平等教育法的立法目的，在於促進
性別地位實質平等，消除性別歧視，維護人格尊嚴，厚植並建立性別平等的教育資源與環
境。

教育部指出，性別平等教育法「第三章課程、教材與教學」的條文第17、18及19條，分別
明定性別平等教育課程、教材及教學的規範內容。

教育部認為，第三章的條文，除讓教學實務有所依循外，也可讓學生於性別友善的校園氛
圍中，建立性別平等意識。

教育部說，性別平等教育法立法迄今，不論在政策法令、課程教學、教材教法等已經過長
時間的努力，且過程中廣納專家學者、教師、家長等多方建議與意見，發展上有明確的脈
絡，在法制面、執行面上也益趨完備。

教育部強調，性別平等教育法第三章的第17、18及19條條文內容確具重要性及必要性，因
此，對提案者所提「建議刪除性別平等教育法第三章條文內容」，不予參採。

--
--"
